ID,NAME,FIRST_FLIGHT,COST_PER_LAUNCH,COUNTRY,SUCCESS_RATE_PCT,ACTIVE
5e9d0d95eda69955f709d1eb,Falcon 1,2006-03-24,6700000,Republic of the Marshall Islands,40,false
5e9d0d95eda69973a809d1ec,Falcon 9,2010-06-04,50000000,United States,98,true
5e9d0d95eda69974db09d1ed,Falcon Heavy,2018-02-06,90000000,United States,100,true
5e9d0d96eda699382d09d1ee,Starship,2021-12-01,7000000,United States,0,false
